Temperature,Humidity,"PM2,5",PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
29.50,54.60,40.80,48.30,30.70,9.50,1.52,5.00,642.00,1
29.20,62.50,4.20,7.00,26.50,13.50,1.07,6.10,630.00,1
20.00,79.90,2.00,7.30,15.20,5.10,1.06,10.50,244.00,0
44.00,100.40,55.00,76.20,23.80,18.60,2.12,4.30,535.00,2
33.60,90.60,16.70,22.90,33.80,10.00,1.69,15.40,486.00,1
34.90,84.10,1.50,20.10,22.50,2.50,2.15,3.60,646.00,2
25.80,56.90,2.70,10.10,17.20,2.60,0.84,11.10,569.00,0
26.20,56.50,20.40,28.20,14.20,-0.40,0.88,12.40,427.00,0
37.00,72.50,22.80,30.20,25.50,10.90,1.16,5.40,318.00,1
26.10,81.90,9.50,19.10,36.10,14.80,1.62,5.90,455.00,1
41.10,70.00,30.30,40.10,36.40,7.60,2.51,5.00,647.00,2
30.50,55.30,6.30,18.20,21.90,15.10,1.45,5.20,391.00,1
32.70,60.50,13.50,27.20,22.90,9.30,1.45,8.70,322.00,1
27.80,72.80,2.00,8.50,27.80,4.00,1.01,10.40,253.00,0
21.90,42.80,3.30,5.80,19.30,3.90,1.12,13.00,546.00,0
27.20,66.40,13.00,16.30,23.50,4.90,1.08,14.00,428.00,0
31.00,80.40,3.30,13.90,29.60,7.10,1.31,7.10,353.00,1
27.40,73.60,51.60,64.00,35.30,14.70,1.87,8.70,769.00,2
26.70,68.40,2.80,10.40,24.40,2.30,1.12,11.60,545.00,0
23.40,77.40,25.10,28.60,26.10,5.70,1.09,12.00,201.00,0
25.10,45.20,5.60,10.30,14.70,3.10,1.01,12.00,566.00,0
31.30,70.50,13.70,23.40,28.60,10.60,1.69,5.90,647.00,1
39.00,80.70,1.30,21.30,24.20,10.80,1.65,3.80,448.00,2
24.80,86.30,14.30,21.50,22.70,12.20,1.27,8.60,419.00,1
35.90,49.60,8.20,26.00,20.00,8.40,1.57,5.00,361.00,1
39.40,57.00,11.20,26.30,28.70,20.40,2.01,3.80,468.00,2
27.50,49.80,1.30,9.30,24.80,8.50,1.11,10.70,589.00,0
35.60,64.80,16.10,30.30,32.20,1.10,1.65,5.90,640.00,1
25.00,57.30,0.80,6.70,27.10,3.60,1.12,10.70,267.00,0
36.40,72.10,37.20,45.70,29.10,9.60,1.45,9.80,312.00,1
28.00,80.70,62.20,68.90,29.00,15.30,1.61,5.10,336.00,1
30.10,49.00,7.70,14.50,20.20,7.60,0.98,11.00,465.00,0
28.20,60.60,14.50,19.40,23.00,6.00,1.16,14.30,360.00,0
26.30,67.00,6.10,12.50,16.30,6.00,1.04,18.00,559.00,0
30.40,80.00,10.60,17.90,19.30,3.80,0.87,12.50,464.00,0
23.90,39.60,1.30,5.70,23.20,6.40,0.93,11.20,569.00,0
24.60,48.90,6.50,14.60,17.00,4.60,0.96,12.10,264.00,0
22.70,53.90,8.10,12.70,23.50,7.10,1.20,10.30,487.00,0
34.20,76.90,111.00,129.20,34.70,21.50,2.17,3.90,484.00,2
21.10,47.70,22.50,26.80,18.50,6.10,1.10,12.20,492.00,0
20.20,76.40,32.90,38.50,21.70,5.40,1.00,12.40,501.00,0
30.60,65.60,28.70,38.20,21.50,14.80,1.48,8.30,383.00,1
28.20,65.20,30.00,40.90,15.70,9.20,1.50,5.40,541.00,1
28.40,66.10,35.20,50.00,24.80,7.80,1.20,6.50,311.00,1
32.60,78.70,7.10,20.40,30.90,6.40,1.52,5.70,352.00,1
43.80,106.80,4.60,19.20,32.80,21.20,2.34,4.10,425.00,2
27.20,46.70,3.40,5.60,17.20,4.10,1.00,13.10,468.00,0
18.10,61.30,7.80,12.30,12.90,7.30,1.04,10.10,218.00,0
30.00,54.70,38.30,43.80,32.80,7.70,1.28,6.70,610.00,1
31.90,74.50,31.90,40.60,36.40,9.70,1.45,6.70,494.00,1
42.20,76.50,39.00,53.00,31.20,13.50,2.30,5.20,458.00,2
34.60,48.60,4.50,15.60,26.60,13.00,1.42,12.00,410.00,1
25.80,51.50,9.20,12.90,17.50,0.20,1.26,11.80,452.00,0
35.70,83.10,8.10,20.20,24.90,9.40,1.40,7.20,564.00,1
27.70,79.40,10.80,16.80,14.00,7.70,0.92,10.30,348.00,0
21.40,60.30,17.60,22.30,15.80,5.70,0.98,11.60,284.00,0
21.00,51.00,4.50,9.40,18.60,7.80,1.01,10.50,254.00,0
24.80,53.70,2.60,8.70,17.60,8.20,1.20,10.90,280.00,0
22.60,75.50,55.80,63.30,30.00,7.70,1.33,5.90,361.00,1
28.40,81.50,6.70,11.70,17.60,2.90,0.93,12.90,580.00,0
28.30,76.60,10.30,17.80,37.40,5.20,1.38,7.10,540.00,1
28.20,90.60,17.20,27.50,32.30,17.40,2.07,9.10,680.00,2
21.60,64.60,0.30,7.90,14.70,4.90,1.05,10.30,380.00,0
31.00,79.60,17.30,30.50,31.40,5.10,1.69,8.90,347.00,1
27.10,93.40,37.30,64.10,29.70,14.80,3.28,2.50,701.00,3
25.70,82.40,44.60,54.50,21.20,5.80,1.44,5.20,580.00,1
30.60,80.30,4.50,13.80,25.90,4.90,1.32,5.00,333.00,1
32.40,61.80,23.00,43.40,19.50,17.00,2.05,3.80,463.00,2
23.20,40.50,3.00,6.50,21.10,6.40,0.94,11.40,337.00,0
35.10,47.60,23.80,31.70,26.60,14.50,1.35,6.90,565.00,1
24.10,63.00,3.90,7.40,22.50,8.00,0.78,19.90,566.00,0
36.00,65.60,7.30,21.80,24.20,13.90,1.99,5.90,393.00,2
23.80,58.40,13.10,23.20,11.30,6.30,0.94,10.00,437.00,0
24.10,49.20,11.70,17.10,22.30,6.40,0.98,13.60,334.00,0
26.00,79.40,4.80,18.10,19.50,10.10,1.86,6.70,525.00,1
34.90,81.10,38.20,52.30,20.90,7.50,1.68,5.50,672.00,1
27.20,78.30,43.10,43.80,15.10,2.40,0.97,12.30,397.00,0
26.50,76.90,2.50,7.60,19.60,4.50,1.00,11.30,500.00,0
35.00,82.90,27.40,32.60,25.50,7.60,1.50,7.20,344.00,1
26.00,54.70,7.70,16.90,17.20,6.90,1.05,17.20,333.00,0
23.00,52.00,14.10,15.50,20.10,4.90,0.76,11.90,497.00,0
25.60,63.40,16.10,20.90,24.10,2.90,1.04,10.90,303.00,0
21.40,39.30,19.40,26.40,21.70,4.70,1.10,12.20,428.00,0
19.70,75.20,1.20,5.20,12.80,5.40,0.93,10.70,527.00,0
44.80,101.80,146.30,164.90,38.80,10.80,2.36,2.80,586.00,3
37.50,76.60,9.30,10.10,32.20,15.00,1.29,5.10,669.00,1
34.10,76.60,6.50,21.30,30.60,12.50,2.12,7.30,421.00,2
32.50,67.40,1.10,9.20,31.00,16.50,1.56,3.40,512.00,2
36.80,100.20,4.90,14.20,40.20,32.50,3.02,2.90,489.00,3
29.40,94.10,0.90,7.10,24.50,12.20,1.24,6.40,648.00,1
27.80,64.80,7.90,13.30,25.10,4.70,0.99,10.40,223.00,0
22.50,55.40,4.70,5.60,20.40,4.60,0.93,14.80,371.00,0
39.40,55.70,1.00,11.40,33.10,10.30,1.27,6.20,416.00,1
25.30,60.80,10.20,15.70,16.20,5.00,1.18,15.30,406.00,0
35.40,84.10,45.60,62.30,31.40,5.60,1.26,7.00,638.00,1
26.40,63.70,7.30,11.20,30.10,11.60,1.13,8.70,507.00,1
22.40,77.80,17.20,22.00,14.30,2.70,0.83,11.90,410.00,0
25.80,65.60,13.50,15.20,23.00,3.90,1.09,18.90,368.00,0
24.90,45.70,3.10,9.40,18.80,7.00,1.08,10.30,275.00,0
26.20,64.80,3.20,11.10,24.50,8.60,0.89,10.30,427.00,0
23.60,66.30,10.20,20.60,18.00,8.40,1.64,5.50,581.00,1
30.80,47.20,28.00,33.60,28.40,14.60,1.27,5.30,316.00,1
23.20,71.30,8.20,13.10,25.70,8.10,1.04,10.50,218.00,0
28.90,75.00,17.80,26.60,20.00,17.20,1.53,6.90,346.00,1
23.50,67.00,1.80,6.80,19.60,4.00,1.07,10.80,320.00,0
26.10,63.10,15.80,19.10,22.70,4.60,0.89,10.50,249.00,0
35.50,79.50,19.10,40.90,41.30,5.00,2.00,7.00,650.00,2
27.70,70.00,28.10,31.10,23.00,7.50,0.98,10.00,538.00,0
29.50,58.60,6.10,17.50,32.60,17.00,1.19,5.00,311.00,1
30.70,77.70,36.50,46.00,24.20,9.10,1.50,6.50,345.00,1
23.70,50.00,13.40,22.00,21.20,16.80,2.07,8.10,588.00,1
22.40,50.00,15.70,21.10,16.00,5.70,1.06,13.40,433.00,0
23.50,74.60,4.00,7.40,25.30,6.60,1.12,11.20,239.00,0
30.80,85.50,18.60,44.40,31.00,8.10,2.25,4.00,770.00,2
45.40,104.00,25.00,22.80,36.70,24.00,2.50,10.50,467.00,2
31.00,72.10,1.50,17.40,28.50,5.90,1.70,5.10,332.00,1
31.00,69.10,15.40,29.60,24.80,5.70,1.62,6.20,704.00,1
40.10,88.50,1.30,13.30,35.70,18.20,2.20,6.60,453.00,2
32.90,66.00,7.60,11.90,22.80,11.40,1.67,6.90,686.00,1
29.60,75.10,6.10,14.00,25.60,9.50,1.52,8.20,649.00,1
22.80,66.40,9.30,12.70,13.90,4.00,0.87,10.70,579.00,0
41.90,75.70,0.70,19.20,43.80,19.60,2.70,2.80,771.00,3
34.40,95.40,76.00,95.50,20.80,13.00,2.78,6.20,657.00,3
19.90,46.20,15.40,22.10,17.90,7.80,1.07,16.90,568.00,0
27.60,57.90,0.30,8.80,12.90,5.10,1.08,10.20,265.00,0
24.60,76.20,19.70,25.00,20.50,9.20,0.95,10.30,400.00,0
36.10,100.50,100.90,108.50,33.10,14.80,2.09,5.00,769.00,2
48.60,83.70,75.80,98.30,52.70,17.10,2.02,3.60,843.00,3
22.30,53.90,28.50,47.90,30.20,12.60,1.44,5.90,614.00,1
38.70,71.80,2.10,20.30,54.40,9.90,2.99,8.60,625.00,3
30.80,92.20,50.10,67.50,25.30,23.50,2.41,7.00,573.00,2
25.40,65.30,30.50,34.70,21.90,5.20,1.41,10.80,527.00,1
29.20,70.20,9.60,14.30,21.90,3.80,1.03,11.10,262.00,0
25.20,60.00,6.80,12.00,25.30,3.80,1.02,11.20,509.00,0
19.00,77.10,7.90,11.10,14.20,1.70,1.00,13.80,199.00,0
26.00,45.10,24.70,28.70,21.40,1.90,1.12,11.90,397.00,0
28.40,51.80,8.30,16.60,20.40,2.40,0.98,11.00,549.00,0
34.50,74.30,6.30,22.00,33.50,18.00,1.91,4.70,568.00,2
24.90,61.50,11.50,14.60,25.80,4.90,1.00,10.90,336.00,0
31.70,52.10,24.30,30.10,15.30,6.00,0.91,13.80,418.00,0
22.50,65.50,0.80,8.20,13.30,4.70,1.07,10.30,526.00,0
24.60,49.70,25.10,26.50,16.40,7.90,1.22,11.20,236.00,0
23.10,63.60,9.90,15.50,18.10,3.90,0.98,15.00,205.00,0
29.60,54.10,9.80,20.30,28.70,15.30,1.39,9.80,690.00,1
27.30,53.40,6.70,13.60,24.00,6.70,0.99,10.60,208.00,0
22.50,59.80,0.70,12.60,30.50,5.20,1.37,8.80,718.00,1
27.30,62.80,2.40,5.10,14.20,2.70,1.02,10.60,538.00,0
25.20,75.40,7.60,14.20,30.40,2.90,1.46,6.00,536.00,1
32.80,99.60,2.20,8.00,33.60,21.50,1.92,5.50,664.00,2
41.90,68.40,15.50,26.30,29.20,18.50,1.40,4.50,387.00,2
34.80,88.80,12.60,30.80,25.30,8.40,1.49,8.70,431.00,1
29.80,90.60,5.00,34.00,35.80,9.80,1.78,10.60,492.00,2
26.50,84.80,47.40,59.20,25.70,7.40,1.49,6.40,471.00,1
49.60,91.00,7.60,26.60,42.30,5.70,2.22,3.00,748.00,3
26.70,70.20,51.10,56.70,32.80,5.40,1.42,6.30,592.00,1
34.00,73.80,7.00,27.40,20.70,26.90,2.03,3.40,749.00,2
36.30,57.50,15.00,34.40,36.20,17.10,2.36,3.70,446.00,2
28.90,70.90,33.00,38.70,13.70,4.10,0.89,11.00,486.00,0
28.30,77.30,13.00,21.60,33.20,9.30,1.77,7.50,542.00,1
36.40,99.60,56.60,65.30,30.60,21.20,2.90,4.40,699.00,3
34.40,65.00,21.50,34.50,24.30,10.30,1.57,8.60,583.00,1
24.10,55.90,32.30,39.50,14.80,2.70,1.13,17.40,567.00,0
35.50,55.70,41.50,52.60,37.10,8.70,1.17,9.20,546.00,1
23.80,77.40,5.10,10.10,13.00,7.90,0.84,10.10,315.00,0
22.40,66.00,24.60,32.10,20.60,6.20,0.80,11.20,257.00,0
26.10,62.10,18.20,26.60,19.80,8.00,1.88,5.10,629.00,1
21.90,49.80,11.20,16.30,24.90,8.50,1.12,12.60,507.00,0
27.80,42.00,20.70,24.50,18.20,2.90,0.89,13.20,253.00,0
25.70,41.10,2.40,9.20,13.40,4.90,1.01,15.80,544.00,0
23.80,62.80,27.00,40.50,29.60,3.60,1.74,6.50,417.00,1
39.10,73.50,69.80,82.40,33.60,19.40,1.88,3.60,557.00,2
28.30,72.70,4.70,8.40,13.20,5.80,0.94,10.50,246.00,0
26.20,79.10,28.30,31.90,21.70,7.60,0.93,11.10,230.00,0
24.20,41.90,14.00,18.50,24.50,6.80,1.01,10.40,361.00,0
29.30,80.30,99.60,112.30,22.80,12.50,1.46,6.60,486.00,1
47.00,95.30,3.00,23.40,36.30,24.40,2.40,3.40,582.00,3
34.90,57.00,10.20,23.20,21.00,5.30,1.59,8.10,612.00,1
26.40,75.10,3.50,8.50,25.10,2.10,0.96,13.40,543.00,0
22.50,58.30,25.80,32.30,26.90,3.30,0.97,10.30,501.00,0
24.00,62.20,4.40,5.90,28.80,7.60,1.07,12.30,528.00,0
18.60,66.20,6.20,11.50,15.90,4.70,1.13,12.10,448.00,0
29.00,67.20,14.90,20.00,24.30,6.50,0.84,10.20,524.00,0
40.50,83.30,8.80,30.90,22.90,14.10,2.11,8.60,757.00,2
25.00,68.80,0.40,5.60,14.10,5.10,0.94,10.40,595.00,0
25.10,48.30,46.20,56.60,17.70,6.50,1.80,7.30,353.00,1
32.60,83.80,5.50,13.00,30.80,12.20,1.73,7.20,363.00,1
29.20,45.30,10.30,17.70,21.60,6.80,0.92,11.10,219.00,0
22.00,58.40,17.90,21.60,12.30,6.10,1.00,14.10,600.00,0
36.10,69.10,6.80,16.20,18.70,5.90,1.15,5.00,630.00,1
25.20,39.10,8.80,19.70,23.00,6.70,1.10,15.00,249.00,0
28.70,78.90,26.80,38.00,36.20,6.20,1.69,5.40,484.00,1
23.70,62.50,1.10,7.40,15.10,5.70,1.09,14.80,258.00,0
24.40,56.10,9.80,15.50,15.50,4.90,0.98,10.30,524.00,0
21.10,59.40,28.00,37.80,33.80,11.50,1.32,5.40,496.00,1
29.80,55.10,15.40,27.00,28.80,20.80,1.69,6.50,602.00,2
28.20,84.80,19.40,23.40,27.00,6.80,1.65,6.30,661.00,1
36.30,83.60,43.60,55.00,27.90,10.00,1.17,7.20,512.00,1
38.20,95.20,63.50,88.20,37.30,12.50,1.60,7.10,689.00,2
26.30,50.30,2.40,8.40,16.80,2.90,0.98,11.10,603.00,0
25.30,45.70,12.50,27.40,28.80,9.00,1.37,5.40,525.00,1
23.60,67.90,13.60,31.30,32.50,12.40,1.48,6.20,309.00,1
35.30,106.90,35.70,60.30,41.70,16.10,2.54,5.60,857.00,3
31.00,66.70,5.90,19.30,29.40,14.00,1.44,5.40,633.00,1
37.30,94.30,67.50,84.00,42.40,27.50,1.94,5.60,863.00,3
28.10,62.60,19.40,29.40,16.20,12.30,1.77,7.10,676.00,1
32.90,79.10,1.50,6.70,30.90,20.20,1.77,5.50,344.00,1
34.80,66.40,10.70,17.10,20.80,4.10,1.08,12.90,353.00,0
23.80,79.70,12.70,27.50,30.40,9.90,1.85,3.60,568.00,2
47.40,82.80,14.50,33.50,32.30,18.90,1.84,5.10,600.00,2
24.60,66.90,14.40,19.20,25.20,5.90,1.01,10.30,279.00,0
26.70,48.80,20.70,26.90,11.60,5.30,0.97,10.60,385.00,0
20.10,77.90,1.40,4.90,14.90,2.10,0.88,10.50,536.00,0
22.00,50.10,4.90,10.00,23.80,2.40,1.05,12.80,493.00,0
29.40,52.10,7.20,18.10,19.60,2.50,1.62,8.60,613.00,1
30.80,66.50,105.70,117.80,39.40,36.50,2.64,6.70,573.00,3
29.80,76.00,16.30,27.60,25.80,20.80,1.29,8.90,510.00,1
29.90,67.50,1.60,8.50,30.00,12.80,1.45,5.10,615.00,1
22.40,52.40,2.80,11.10,19.10,6.30,0.83,10.30,339.00,0
31.50,89.30,5.70,16.10,19.60,2.90,1.59,7.50,424.00,1
26.30,73.30,17.70,23.60,35.20,14.10,1.77,6.30,482.00,1
27.40,47.70,10.90,12.60,23.70,4.70,1.08,11.30,494.00,0
17.90,70.10,1.20,8.30,23.90,6.30,1.18,13.80,487.00,0
43.70,80.10,45.40,49.70,27.40,17.90,2.10,8.70,561.00,2
29.00,61.40,11.00,17.40,36.60,10.80,1.52,10.70,326.00,1
19.50,49.80,21.50,25.50,23.90,6.50,1.07,12.00,503.00,0
27.60,67.00,1.50,18.10,28.80,10.50,1.38,5.80,406.00,1
28.50,81.20,4.00,16.40,22.10,11.30,1.52,5.70,391.00,1
41.60,86.70,0.30,13.90,31.30,17.50,1.96,3.70,773.00,2
26.50,59.30,6.20,10.50,12.40,3.60,0.83,10.10,386.00,0
24.40,63.50,3.00,6.70,17.40,5.00,0.96,15.50,223.00,0
33.40,44.10,13.20,16.10,16.50,11.60,1.28,6.00,643.00,1
35.30,55.20,3.90,8.90,34.30,7.40,1.72,5.70,606.00,1
26.80,66.20,4.60,10.80,18.00,3.50,0.96,12.90,422.00,0
31.60,68.20,3.40,14.10,20.20,8.80,1.56,5.20,423.00,1
34.50,60.10,18.80,26.30,27.40,15.40,1.65,5.10,616.00,1
23.60,67.80,3.90,5.10,23.30,5.00,1.01,10.40,461.00,0
41.10,103.30,40.80,53.10,38.50,12.60,1.61,7.40,602.00,2
27.30,45.70,3.00,8.60,10.50,7.10,0.96,10.80,426.00,0
24.50,64.60,10.40,15.20,27.30,8.00,1.09,11.10,601.00,0
20.70,68.50,3.10,5.50,9.20,9.80,0.87,10.30,333.00,0
17.20,65.10,7.80,11.30,24.10,3.60,0.94,11.80,566.00,0
36.10,81.40,44.90,50.80,33.50,15.60,1.42,5.30,660.00,2
40.80,98.70,100.80,114.10,48.70,8.70,2.09,4.40,395.00,2
34.70,74.80,6.60,19.60,26.40,12.70,1.60,8.50,304.00,1
20.00,65.80,5.60,12.50,11.60,5.50,1.10,13.40,373.00,0
23.60,60.40,57.00,61.10,14.30,6.80,1.06,14.40,345.00,0
31.70,106.50,14.70,21.20,33.00,18.00,1.98,4.10,661.00,2
31.30,89.60,1.70,17.00,25.10,17.20,2.18,4.20,832.00,2
26.10,63.30,11.10,13.70,23.70,4.50,0.89,14.70,450.00,0
33.10,77.30,20.90,31.90,42.90,11.70,2.11,4.10,672.00,2
31.00,55.70,3.80,5.40,17.50,2.90,1.16,11.80,332.00,0
30.80,81.00,11.70,27.00,21.70,6.00,1.73,9.40,443.00,1
31.40,58.60,4.20,10.70,22.20,20.40,1.81,6.60,632.00,2
34.70,75.40,4.10,14.90,30.30,9.30,1.12,5.60,563.00,1
25.30,73.30,21.10,21.00,15.40,8.50,1.14,10.40,498.00,0
28.60,54.90,8.30,14.90,24.10,5.00,0.96,10.70,521.00,0
26.90,73.10,4.40,9.20,21.40,5.70,0.88,11.90,523.00,0
33.70,81.30,3.80,16.90,26.00,8.50,1.31,8.70,676.00,1
22.90,57.90,2.70,8.40,22.80,2.90,1.03,12.80,521.00,0
33.50,76.30,1.00,25.20,17.40,19.00,2.47,3.40,666.00,2
32.70,71.40,82.80,91.20,34.20,24.80,2.28,5.10,599.00,2
35.30,86.10,14.40,37.90,27.80,17.20,1.91,5.50,568.00,2
37.30,91.60,28.90,30.20,34.70,8.90,2.11,3.90,754.00,2
22.30,45.30,7.00,8.30,27.10,8.20,0.87,11.10,316.00,0
27.70,72.50,22.70,39.60,23.60,8.40,1.43,5.10,529.00,1
49.40,100.90,173.90,186.80,34.00,19.10,3.21,2.60,820.00,3
37.90,83.90,0.60,4.90,32.10,12.80,1.78,5.60,292.00,1
25.50,78.00,95.30,105.10,26.00,9.90,1.46,7.20,554.00,1
27.10,70.10,29.20,32.20,16.80,7.10,1.08,10.40,289.00,0
21.90,59.70,9.70,12.00,17.50,4.00,1.07,13.80,524.00,0
23.70,39.20,6.90,13.20,21.80,3.80,0.94,11.80,576.00,0
39.00,73.40,34.20,49.80,38.30,19.10,2.36,3.80,765.00,3
27.00,82.30,67.50,72.30,29.40,20.60,1.53,5.50,673.00,1
26.00,88.40,14.30,31.10,35.10,16.70,2.26,3.90,745.00,2
20.80,61.90,3.00,9.60,14.80,8.50,1.06,11.30,491.00,0
28.50,58.90,1.70,9.00,10.10,0.00,1.00,11.00,536.00,0
22.70,67.60,3.70,12.50,20.90,1.10,1.08,11.70,403.00,0
23.30,77.50,10.30,17.60,20.00,6.10,1.21,10.70,530.00,0
24.60,62.10,29.90,32.60,15.30,4.30,0.82,10.30,248.00,0
26.50,60.10,12.10,18.90,9.90,4.40,0.92,10.20,205.00,0
34.90,85.00,0.90,7.90,24.20,17.60,1.38,5.40,438.00,1
31.60,74.80,28.50,45.80,25.40,16.30,2.29,4.70,782.00,2
32.10,53.90,7.50,16.90,29.20,18.10,1.59,5.30,328.00,1
30.10,54.10,18.30,29.20,25.50,4.30,1.62,6.10,532.00,1
21.00,67.40,1.70,7.00,19.10,6.60,1.07,13.40,603.00,0
32.50,71.20,9.20,39.40,38.50,21.30,1.55,4.60,500.00,2
26.70,54.10,27.60,31.90,20.80,11.60,0.97,11.10,213.00,0
35.80,84.50,0.20,11.80,32.10,6.80,1.38,5.90,352.00,1
25.50,49.50,16.60,20.50,24.30,2.80,0.94,10.40,227.00,0
36.60,71.00,5.00,28.20,26.20,26.70,1.93,4.70,523.00,2
22.60,75.10,0.10,5.20,11.70,7.70,0.94,11.40,264.00,0
26.70,54.80,5.80,11.30,15.80,4.50,1.25,11.80,565.00,0
26.30,83.10,29.70,48.00,33.00,8.20,1.56,6.00,579.00,1
23.80,61.30,3.10,4.70,25.40,7.90,1.06,12.50,238.00,0
26.10,76.90,9.10,16.20,27.80,5.20,1.24,10.30,349.00,0
22.20,59.80,6.10,10.20,27.00,8.20,0.90,13.30,408.00,0
27.10,64.20,1.60,5.60,15.30,4.70,0.80,11.50,581.00,0
28.30,54.80,2.50,15.50,29.30,11.70,1.51,6.10,376.00,1
27.40,74.70,25.90,31.10,29.50,17.30,2.28,5.80,501.00,2
29.30,90.50,23.90,52.40,36.40,26.30,2.02,8.90,498.00,2
22.80,59.50,14.20,18.90,24.00,5.00,0.79,15.90,528.00,0
36.20,97.00,72.70,95.20,33.50,10.90,2.25,4.90,432.00,2
23.40,71.40,15.80,18.20,18.00,2.50,1.15,12.50,496.00,0
35.50,111.30,38.00,50.80,38.40,11.30,2.09,3.20,497.00,3
40.50,75.60,0.80,10.80,20.80,11.40,1.69,5.60,645.00,1
32.40,97.50,25.40,42.80,33.40,10.60,2.02,4.60,792.00,2
38.90,86.00,18.10,29.00,39.70,15.20,2.09,4.10,477.00,2
28.60,78.60,56.80,66.20,24.50,12.10,1.12,5.60,340.00,1
38.80,83.10,25.90,30.60,32.10,17.50,2.58,4.90,638.00,2
29.90,94.30,1.60,13.80,31.50,13.90,2.39,3.40,522.00,2
29.40,75.10,11.90,20.30,26.60,9.10,1.04,20.00,443.00,0
33.70,54.10,5.20,15.50,34.50,6.80,1.50,5.40,367.00,1
18.20,42.50,0.10,7.10,26.10,3.80,0.97,11.60,312.00,0
27.30,68.40,0.70,7.80,25.40,5.10,1.03,10.70,506.00,0
26.30,55.20,1.30,6.40,11.20,5.80,1.08,12.20,605.00,0
38.60,97.40,63.30,78.40,29.40,18.30,1.60,5.10,554.00,2
33.30,39.90,14.70,20.80,19.70,8.40,1.06,11.20,339.00,0
18.80,76.10,14.90,21.50,14.50,3.80,0.86,11.10,342.00,0
32.90,69.30,13.30,18.80,32.40,8.60,1.60,5.20,463.00,1
27.60,44.80,1.80,5.70,18.10,3.10,0.98,10.00,513.00,0
25.30,73.00,6.00,12.10,23.00,8.90,0.97,11.20,571.00,0
30.00,62.20,53.70,66.40,25.50,8.10,1.26,6.20,670.00,1
40.40,92.40,92.00,112.90,42.20,26.40,2.32,3.70,633.00,3
23.50,64.40,30.30,37.80,26.50,3.90,0.98,10.40,454.00,0
33.80,86.80,12.50,20.90,26.70,6.60,1.66,5.20,685.00,1
38.80,92.50,8.30,29.00,32.80,8.30,2.19,3.90,698.00,3
35.50,73.20,83.20,96.30,32.80,15.40,2.56,9.10,879.00,3
27.50,72.40,18.80,32.60,40.40,19.10,1.95,9.70,392.00,2
23.10,80.10,10.40,14.90,23.30,6.00,1.00,10.60,332.00,0
25.00,50.90,4.90,11.40,23.40,2.80,1.10,13.70,196.00,0
39.50,70.20,5.40,24.30,38.00,0.10,1.85,4.30,616.00,2
17.80,77.90,8.30,15.50,18.50,6.10,0.94,15.50,546.00,0
19.00,75.80,2.60,9.50,18.50,1.10,0.97,12.70,534.00,0
26.40,58.30,2.90,7.50,21.30,3.90,0.89,10.80,244.00,0
27.60,49.00,1.30,9.80,25.10,6.30,1.00,11.10,208.00,0
26.60,60.60,2.50,6.50,26.90,8.20,1.07,10.60,318.00,0
24.10,89.40,4.10,16.30,24.50,15.10,1.37,8.50,298.00,1
30.80,81.70,23.30,36.40,26.50,21.60,1.49,5.80,546.00,1
37.50,38.80,42.30,57.30,24.60,17.10,1.58,8.80,377.00,1
20.00,74.90,8.20,15.30,21.10,6.20,1.04,11.70,242.00,0
35.60,70.90,18.50,44.00,43.30,12.50,1.71,5.00,484.00,2
36.90,65.30,55.30,60.30,42.40,14.90,1.77,3.90,613.00,2
25.50,88.70,10.60,20.00,25.40,10.50,1.50,5.80,364.00,1
42.80,73.00,1.10,23.70,31.20,25.60,2.46,3.50,495.00,3
37.80,65.80,4.50,19.80,17.20,9.40,1.43,6.20,495.00,1
30.70,62.70,6.50,10.00,11.70,4.60,0.92,10.60,265.00,0
20.60,67.30,7.40,14.10,12.70,2.30,1.09,10.30,484.00,0
32.50,81.10,80.10,100.20,28.80,0.50,1.92,10.10,612.00,2
30.90,57.20,2.00,12.90,29.20,15.20,1.37,6.20,632.00,1
32.40,76.90,6.50,12.30,25.30,10.50,1.66,5.10,397.00,1
34.60,73.00,21.10,47.90,38.70,21.20,2.64,5.60,704.00,3
33.20,73.40,5.50,11.10,16.20,2.10,1.01,10.40,405.00,0
25.90,71.00,22.10,21.80,14.40,2.30,0.93,12.50,314.00,0
30.30,82.20,64.00,77.00,25.20,9.10,1.16,6.10,338.00,1
25.00,77.60,0.70,7.60,17.40,8.00,1.74,5.20,317.00,1
25.10,74.20,8.10,10.70,20.20,5.80,1.01,13.60,341.00,0
44.10,95.40,52.50,85.70,27.20,8.20,2.20,4.10,547.00,3
35.60,65.80,21.80,36.30,30.30,9.20,1.60,5.10,691.00,1
30.10,93.40,7.80,14.40,21.50,11.80,1.50,5.10,585.00,1
23.70,61.10,16.10,21.70,23.70,7.60,1.08,11.20,567.00,0
27.80,67.40,7.30,11.40,13.10,2.30,1.17,13.00,528.00,0
18.90,45.90,2.10,6.20,19.50,1.90,0.92,11.10,495.00,0
30.80,53.90,6.90,21.50,26.00,5.80,1.44,5.40,447.00,1
35.20,80.70,67.40,103.40,49.60,9.60,2.47,3.50,681.00,3
21.60,54.70,5.60,12.60,10.30,2.20,0.99,12.00,266.00,0
24.70,78.90,55.70,66.20,28.50,6.30,1.33,7.20,454.00,1
